has_been_processed,match_type,file,diff_index,content,is_pattern_match,added_lines,removed_lines,total_lines
true,HASH_SHORTHAND_SYNTAX,app/models/prospect_status_item_contact.rb,6,"@@ -123,7 +123,7 @@ class ProspectStatusItemContact < ApplicationRecord$CR$-      task: task,$CR$+      task:,",1,1,3,
true,NO_MATCH,app/models/region_config.rb,1,--- a/app/models/region_config.rb$CR$+++ b/app/models/region_config.rb,1,1,2,
true,NO_MATCH,app/models/sale.rb,1,--- a/app/models/sale.rb$CR$+++ b/app/models/sale.rb,1,1,2,
true,NO_MATCH,app/models/sale_stats.rb,1,--- a/app/models/sale_stats.rb$CR$+++ b/app/models/sale_stats.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/models/sale_stats.rb,2,"@@ -25,7 +25,7 @@ class SaleStats < Stats$CR$-      budget_m = budget.budget_months.find_by(month_date: month_date).try(:total) || 0$CR$+      budget_m = budget.budget_months.find_by(month_date:).try(:total) || 0",1,1,3,
true,NO_MATCH,app/models/sales_rep.rb,1,--- a/app/models/sales_rep.rb$CR$+++ b/app/models/sales_rep.rb,1,1,2,
true,NO_MATCH,app/models/sales_summary.rb,1,--- a/app/models/sales_summary.rb$CR$+++ b/app/models/sales_summary.rb,1,1,2,
true,NO_MATCH,app/models/salestarget.rb,1,--- a/app/models/salestarget.rb$CR$+++ b/app/models/salestarget.rb,1,1,2,
true,NO_MATCH,app/models/shipment.rb,1,--- a/app/models/shipment.rb$CR$+++ b/app/models/shipment.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/models/shipment.rb,2,"@@ -242,7 +242,7 @@ class Shipment < ApplicationRecord$CR$-            ApplicationController.helpers.number_to_currency(shipment.grand_total, unit: """", tenant: tenant)$CR$+            ApplicationController.helpers.number_to_currency(shipment.grand_total, unit: """", tenant:)",1,1,3,
true,NO_MATCH,app/models/shipment_stats.rb,1,--- a/app/models/shipment_stats.rb$CR$+++ b/app/models/shipment_stats.rb,1,1,2,
true,NO_MATCH,app/models/short_url.rb,1,--- a/app/models/short_url.rb$CR$+++ b/app/models/short_url.rb,1,1,2,
true,NO_MATCH,app/models/statistic.rb,1,--- a/app/models/statistic.rb$CR$+++ b/app/models/statistic.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/models/statistic.rb,2,"@@ -18,7 +18,7 @@ class Statistic < ApplicationRecord$CR$ $CR$-      tenant: tenant,$CR$+      tenant:,",1,1,4,
true,HASH_SHORTHAND_SYNTAX,app/models/statistic.rb,3,"@@ -29,9 +29,9 @@ class Statistic < ApplicationRecord$CR$-        tenant: tenant,$CR$-        user: user,$CR$-        statistic_for: statistic_for,$CR$+        tenant:,$CR$+        user:,$CR$+        statistic_for:,",3,3,7,
true,HASH_SHORTHAND_SYNTAX,app/models/statistic.rb,4,"@@ -40,9 +40,9 @@ class Statistic < ApplicationRecord$CR$ $CR$-          tenant: tenant,$CR$+          tenant:,$CR$-          statistic_for: statistic_for,$CR$+          statistic_for:,",2,2,6,
true,HASH_SHORTHAND_SYNTAX,app/models/statistic.rb,5,"@@ -56,9 +56,9 @@ class Statistic < ApplicationRecord$CR$ $CR$-          tenant: tenant,$CR$-          location: location,$CR$-          statistic_for: statistic_for,$CR$+          tenant:,$CR$+          location:,$CR$+          statistic_for:,",3,3,8,
true,NO_MATCH,app/models/tag_category.rb,1,--- a/app/models/tag_category.rb$CR$+++ b/app/models/tag_category.rb,1,1,2,
true,NO_MATCH,app/models/task.rb,1,--- a/app/models/task.rb$CR$+++ b/app/models/task.rb,1,1,2,
true,NO_MATCH,app/models/template.rb,1,--- a/app/models/template.rb$CR$+++ b/app/models/template.rb,1,1,2,
true,NO_MATCH,app/models/template_merger.rb,1,--- a/app/models/template_merger.rb$CR$+++ b/app/models/template_merger.rb,1,1,2,
true,NO_MATCH,app/models/template_merger.rb,2,"@@ -967,12 +967,7 @@ class TemplateMerger$CR$-        # 'button_improve'         => button_wrapper(""Improve"", ""#79c251"", ""mailto:#{user.email}?subject=#{url_encode(%Q{Help us improve estimate ##{number} #{name}})}""),$CR$-        # 'button_resend'          => button_wrapper(""Resend"", ""#79c251"", ""mailto:#{user.email}?subject=#{url_encode(%Q{Please send me a copy of estimate ##{number} #{name}})}""),$CR$-        # 'button_save'            => button_wrapper(""Save"", ""#79c251"", ""mailto:#{user.email}?subject=#{url_encode(%Q{Please save ##{number} #{name} for future reference})}""),$CR$-        # 'button_sooner'          => button_wrapper(""Sooner"", ""#79c251"", ""mailto:#{user.email}?subject=#{url_encode(%Q{If possible I need ##{number} #{name} sooner})}""),$CR$-        # 'button_voucher'         => button_wrapper(""Voucher"", ""#79c251"", ""mailto:#{user.email}?subject=#{url_encode(%Q{Please send me my 10% voucher for ##{number} #{name}})}""),",0,5,6,
true,NO_MATCH,app/models/tenant.rb,1,--- a/app/models/tenant.rb$CR$+++ b/app/models/tenant.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/models/tenant.rb,2,"@@ -567,7 +567,7 @@ class Tenant < ApplicationRecord$CR$ $CR$-    scheduled_campaigns = Campaign.require_selected_enterprise(self).without_hidden(self).scheduled(self).where(enterprise_id: enterprise_id).where(""(tenant_id = ? OR global = ?)"", id, true).to_a$CR$+    scheduled_campaigns = Campaign.require_selected_enterprise(self).without_hidden(self).scheduled(self).where(enterprise_id:).where(""(tenant_id = ? OR global = ?)"", id, true).to_a",1,1,4,
true,HASH_SHORTHAND_SYNTAX,app/models/tenant.rb,3,"@@ -704,7 +704,7 @@ class Tenant < ApplicationRecord$CR$-      result = HTTParty.post(url, basic_auth: auth, headers: {""Ngrok-Version"" => ""0""} , body: body).parsed_response$CR$+      result = HTTParty.post(url, basic_auth: auth, headers: {""Ngrok-Version"" => ""0""} , body:).parsed_response",1,1,3,
true,HASH_SHORTHAND_SYNTAX,app/models/tenant.rb,4,"@@ -712,7 +712,7 @@ class Tenant < ApplicationRecord$CR$-      result = HTTParty.post(url, basic_auth: auth, headers: {""Ngrok-Version"" => ""0""} , body: body).parsed_response$CR$+      result = HTTParty.post(url, basic_auth: auth, headers: {""Ngrok-Version"" => ""0""} , body:).parsed_response",1,1,3,
true,HASH_SHORTHAND_SYNTAX,app/models/tenant.rb,5,"@@ -812,7 +812,7 @@ class Tenant < ApplicationRecord$CR$ $CR$-    Asset.where(id: banner_id, enterprise_id: enterprise_id, category: ""Banner"").first$CR$+    Asset.where(id: banner_id, enterprise_id:, category: ""Banner"").first",1,1,5,
true,HASH_SHORTHAND_SYNTAX,app/models/tenant.rb,6,"@@ -878,7 +878,7 @@ class Tenant < ApplicationRecord$CR$-          contact.unsubscribe(type, data: data, propagate: false)$CR$+          contact.unsubscribe(type, data:, propagate: false)",1,1,3,
true,HASH_SHORTHAND_SYNTAX,app/models/tenant.rb,7,"@@ -910,7 +910,7 @@ class Tenant < ApplicationRecord$CR$ $CR$-      result = Statistic.where(tenant_id: id, statistic_for: statistic_for, date: start_date..end_date).where(""statistics.#{user_type}_id IN (?)"", ids)$CR$+      result = Statistic.where(tenant_id: id, statistic_for:, date: start_date..end_date).where(""statistics.#{user_type}_id IN (?)"", ids)",1,1,5,
true,HASH_SHORTHAND_SYNTAX,app/models/tenant.rb,8,"@@ -926,7 +926,7 @@ class Tenant < ApplicationRecord$CR$ $CR$-      result = Statistic.where(tenant_id: id, statistic_for: statistic_for, date: start_date..end_date).where(""statistics.#{user_type}_id NOT IN (?) or statistics.#{user_type}_id IS NULL"", ids)$CR$+      result = Statistic.where(tenant_id: id, statistic_for:, date: start_date..end_date).where(""statistics.#{user_type}_id NOT IN (?) or statistics.#{user_type}_id IS NULL"", ids)",1,1,5,
true,HASH_SHORTHAND_SYNTAX,app/models/tenant.rb,9,"@@ -1247,7 +1247,7 @@ class Tenant < ApplicationRecord$CR$-      LeadSource.where(enterprise_id: enterprise_id).pluck(:name).join("","").to_s$CR$+      LeadSource.where(enterprise_id:).pluck(:name).join("","").to_s",1,1,4,
true,NO_MATCH,app/models/token.rb,1,--- a/app/models/token.rb$CR$+++ b/app/models/token.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/models/token.rb,2,"@@ -98,7 +98,7 @@ class Token < ApplicationRecord$CR$-      expires_at: expires_at$CR$+      expires_at:",1,1,4,
true,HASH_SHORTHAND_SYNTAX,app/models/token.rb,3,"@@ -127,10 +127,10 @@ class Token < ApplicationRecord$CR$ $CR$-      access_token: access_token,$CR$-      expires_at: expires_at,$CR$-      revoked: revoked,$CR$-      data: data$CR$+      access_token:,$CR$+      expires_at:,$CR$+      revoked:,$CR$+      data:",4,4,11,
true,NO_MATCH,app/models/tracker.rb,1,--- a/app/models/tracker.rb$CR$+++ b/app/models/tracker.rb,1,1,2,
true,NO_MATCH,app/models/user.rb,1,--- a/app/models/user.rb$CR$+++ b/app/models/user.rb,1,1,2,
true,NO_MATCH,app/models/user.rb,2,"@@ -1092,7 +1092,7 @@ class User < ApplicationRecord$CR$ $CR$-    matching_users = User.unscoped.where(username: actual_username).where.not(id: id).count$CR$+    matching_users = User.unscoped.where(username: actual_username).where.not(id:).count",1,1,4,
true,HASH_SHORTHAND_SYNTAX,app/models/user.rb,3,"@@ -1103,7 +1103,7 @@ class User < ApplicationRecord$CR$ $CR$-    Asset.where(id: banner_id, enterprise_id: enterprise_id, category: ""Banner"").first$CR$+    Asset.where(id: banner_id, enterprise_id:, category: ""Banner"").first",1,1,5,
true,HASH_SHORTHAND_SYNTAX,app/models/user.rb,4,"@@ -1144,8 +1144,8 @@ class User < ApplicationRecord$CR$-      tenant_ids = User.where(enterprise: enterprise, parent_id: parent_id).pluck(:tenant_id)$CR$-      result = Tenant.where(enterprise: enterprise, id: tenant_ids) if tenant_ids.count > 0$CR$+      tenant_ids = User.where(enterprise:, parent_id:).pluck(:tenant_id)$CR$+      result = Tenant.where(enterprise:, id: tenant_ids) if tenant_ids.count > 0",2,2,6,
true,HASH_SHORTHAND_SYNTAX,app/models/user.rb,5,"@@ -1159,8 +1159,8 @@ class User < ApplicationRecord$CR$-      tenant_ids = User.where(enterprise: enterprise, parent_id: parent_id).pluck(:tenant_id)$CR$-      result = Tenant.where(enterprise: enterprise, id: tenant_ids) if tenant_ids.count > 0$CR$+      tenant_ids = User.where(enterprise:, parent_id:).pluck(:tenant_id)$CR$+      result = Tenant.where(enterprise:, id: tenant_ids) if tenant_ids.count > 0",2,2,6,
true,HASH_SHORTHAND_SYNTAX,app/models/user.rb,6,"@@ -1179,7 +1179,7 @@ class User < ApplicationRecord$CR$ $CR$-    User.unscoped.where(parent_id: parent_id)$CR$+    User.unscoped.where(parent_id:)",1,1,5,
true,HASH_SHORTHAND_SYNTAX,app/models/user.rb,7,"@@ -1232,7 +1232,7 @@ class User < ApplicationRecord$CR$ $CR$-    user = User.unscoped.find_or_initialize_by(tenant_id: target_tenant.id, enterprise_id: target_tenant.enterprise.id, parent_id: parent_id)$CR$+    user = User.unscoped.find_or_initialize_by(tenant_id: target_tenant.id, enterprise_id: target_tenant.enterprise.id, parent_id:)",1,1,4,
true,HASH_SHORTHAND_SYNTAX,app/models/user.rb,8,"@@ -1272,7 +1272,7 @@ class User < ApplicationRecord$CR$ $CR$-    user = User.unscoped.where(tenant_id: target_tenant.id, parent_id: parent_id).first$CR$+    user = User.unscoped.where(tenant_id: target_tenant.id, parent_id:).first",1,1,4,
true,NO_MATCH,app/models/user_config.rb,1,--- a/app/models/user_config.rb$CR$+++ b/app/models/user_config.rb,1,1,2,
true,NO_MATCH,app/models/utils/calculate_wip.rb,1,--- a/app/models/utils/calculate_wip.rb$CR$+++ b/app/models/utils/calculate_wip.rb,1,1,2,
true,NO_MATCH,app/models/utils/data_generation.rb,1,--- a/app/models/utils/data_generation.rb$CR$+++ b/app/models/utils/data_generation.rb,1,1,2,
true,NO_MATCH,app/models/utils/pdf.rb,1,--- a/app/models/utils/pdf.rb$CR$+++ b/app/models/utils/pdf.rb,1,1,2,
true,NO_MATCH,app/presenters/admin/etl_status_presenter.rb,1,--- a/app/presenters/admin/etl_status_presenter.rb$CR$+++ b/app/presenters/admin/etl_status_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/admin/job_index_presenter.rb,1,--- a/app/presenters/admin/job_index_presenter.rb$CR$+++ b/app/presenters/admin/job_index_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/company_analysis_csv_presenter.rb,1,--- a/app/presenters/company_analysis_csv_presenter.rb$CR$+++ b/app/presenters/company_analysis_csv_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/company_analysis_os_csv_presenter.rb,1,--- a/app/presenters/company_analysis_os_csv_presenter.rb$CR$+++ b/app/presenters/company_analysis_os_csv_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/company_analysis_presenter.rb,1,--- a/app/presenters/company_analysis_presenter.rb$CR$+++ b/app/presenters/company_analysis_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/company_dashboard_presenter.rb,1,--- a/app/presenters/company_dashboard_presenter.rb$CR$+++ b/app/presenters/company_dashboard_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/company_margin_csv_presenter.rb,1,--- a/app/presenters/company_margin_csv_presenter.rb$CR$+++ b/app/presenters/company_margin_csv_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/company_media_consents_presenter.rb,1,--- a/app/presenters/company_media_consents_presenter.rb$CR$+++ b/app/presenters/company_media_consents_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/company_show_presenter.rb,1,--- a/app/presenters/company_show_presenter.rb$CR$+++ b/app/presenters/company_show_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/customers_sales_metrics_presenter.rb,1,--- a/app/presenters/customers_sales_metrics_presenter.rb$CR$+++ b/app/presenters/customers_sales_metrics_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/enterprises/inquiries_report_presenter.rb,1,--- a/app/presenters/enterprises/inquiries_report_presenter.rb$CR$+++ b/app/presenters/enterprises/inquiries_report_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/enterprises/leads_by_funnel_stage_presenter.rb,1,--- a/app/presenters/enterprises/leads_by_funnel_stage_presenter.rb$CR$+++ b/app/presenters/enterprises/leads_by_funnel_stage_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/enterprises/net_promoter_presenter.rb,1,--- a/app/presenters/enterprises/net_promoter_presenter.rb$CR$+++ b/app/presenters/enterprises/net_promoter_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/enterprises/reports/sales_by_company_category_presenter.rb,1,--- a/app/presenters/enterprises/reports/sales_by_company_category_presenter.rb$CR$+++ b/app/presenters/enterprises/reports/sales_by_company_category_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/enterprises/reports/sales_by_company_tag_presenter.rb,1,--- a/app/presenters/enterprises/reports/sales_by_company_tag_presenter.rb$CR$+++ b/app/presenters/enterprises/reports/sales_by_company_tag_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/filtered_shipments_presenter.rb,1,--- a/app/presenters/filtered_shipments_presenter.rb$CR$+++ b/app/presenters/filtered_shipments_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/home_chart_presenter.rb,1,--- a/app/presenters/home_chart_presenter.rb$CR$+++ b/app/presenters/home_chart_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/inquiries_by_tenant_csv_presenter.rb,1,--- a/app/presenters/inquiries_by_tenant_csv_presenter.rb$CR$+++ b/app/presenters/inquiries_by_tenant_csv_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/inquiry_index_presenter.rb,1,--- a/app/presenters/inquiry_index_presenter.rb$CR$+++ b/app/presenters/inquiry_index_presenter.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/presenters/inquiry_index_presenter.rb,2,"@@ -32,7 +32,7 @@ class InquiryIndexPresenter < BasePresenter$CR$-      estimate_shipment_total: estimate_shipment_total,$CR$+      estimate_shipment_total:,",1,1,3,
true,NO_MATCH,app/presenters/net_promoter_companies_presenter.rb,1,--- a/app/presenters/net_promoter_companies_presenter.rb$CR$+++ b/app/presenters/net_promoter_companies_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/phone_call_data_presenter.rb,1,--- a/app/presenters/phone_call_data_presenter.rb$CR$+++ b/app/presenters/phone_call_data_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/reports/company_sales_by_tag_presenter.rb,1,--- a/app/presenters/reports/company_sales_by_tag_presenter.rb$CR$+++ b/app/presenters/reports/company_sales_by_tag_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/reports/daily_sales_activity/daily_sales_activity_mbe_os_presenter.rb,1,--- a/app/presenters/reports/daily_sales_activity/daily_sales_activity_mbe_os_presenter.rb$CR$+++ b/app/presenters/reports/daily_sales_activity/daily_sales_activity_mbe_os_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/reports/daily_sales_activity/daily_sales_activity_printsmith_os_presenter.rb,1,--- a/app/presenters/reports/daily_sales_activity/daily_sales_activity_printsmith_os_presenter.rb$CR$+++ b/app/presenters/reports/daily_sales_activity/daily_sales_activity_printsmith_os_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/reports_dashboard_sales_chart_presenter.rb,1,--- a/app/presenters/reports_dashboard_sales_chart_presenter.rb$CR$+++ b/app/presenters/reports_dashboard_sales_chart_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/sales_by_users_presenter.rb,1,--- a/app/presenters/sales_by_users_presenter.rb$CR$+++ b/app/presenters/sales_by_users_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/sales_metrics_presenter.rb,1,--- a/app/presenters/sales_metrics_presenter.rb$CR$+++ b/app/presenters/sales_metrics_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/sales_rep_overview_os_presenter.rb,1,--- a/app/presenters/sales_rep_overview_os_presenter.rb$CR$+++ b/app/presenters/sales_rep_overview_os_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/web_order_report_csv_presenter.rb,1,--- a/app/presenters/web_order_report_csv_presenter.rb$CR$+++ b/app/presenters/web_order_report_csv_presenter.rb,1,1,2,
true,NO_MATCH,app/presenters/web_order_report_presenter.rb,1,--- a/app/presenters/web_order_report_presenter.rb$CR$+++ b/app/presenters/web_order_report_presenter.rb,1,1,2,
true,NO_MATCH,app/queries/cases_query.rb,1,--- a/app/queries/cases_query.rb$CR$+++ b/app/queries/cases_query.rb,1,1,2,
true,NO_MATCH,app/queries/estimate_index_query.rb,1,--- a/app/queries/estimate_index_query.rb$CR$+++ b/app/queries/estimate_index_query.rb,1,1,2,
true,NO_MATCH,app/queries/filtered_estimates_query.rb,1,--- a/app/queries/filtered_estimates_query.rb$CR$+++ b/app/queries/filtered_estimates_query.rb,1,1,2,
true,NO_MATCH,app/queries/inquiries_by_tenant_query.rb,1,--- a/app/queries/inquiries_by_tenant_query.rb$CR$+++ b/app/queries/inquiries_by_tenant_query.rb,1,1,2,
true,NO_MATCH,app/queries/inquiry_index_query.rb,1,--- a/app/queries/inquiry_index_query.rb$CR$+++ b/app/queries/inquiry_index_query.rb,1,1,2,
true,NO_MATCH,app/queries/lead_funnels_query.rb,1,--- a/app/queries/lead_funnels_query.rb$CR$+++ b/app/queries/lead_funnels_query.rb,1,1,2,
true,NO_MATCH,app/services/ai.rb,1,--- a/app/services/ai.rb$CR$+++ b/app/services/ai.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/services/ai.rb,2,"@@ -60,10 +60,10 @@ module Ai$CR$ $CR$-      prompt: prompt,$CR$-      model: model,$CR$-      identifier: identifier,$CR$-      template_id: template_id,$CR$+      prompt:,$CR$+      model:,$CR$+      identifier:,$CR$+      template_id:,",4,4,10,
true,NO_MATCH,app/services/ai/claude_v3.rb,1,--- a/app/services/ai/claude_v3.rb$CR$+++ b/app/services/ai/claude_v3.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/services/ai/claude_v3.rb,2,"@@ -104,7 +104,7 @@ class Ai::ClaudeV3$CR$ $CR$-      messages: messages,$CR$+      messages:,",1,1,4,
true,NO_MATCH,app/services/ai/gpt.rb,1,--- a/app/services/ai/gpt.rb$CR$+++ b/app/services/ai/gpt.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/services/ai/gpt.rb,2,"@@ -86,7 +86,7 @@ class Ai::Gpt$CR$ $CR$-      messages: messages,$CR$+      messages:,",1,1,4,
true,NO_MATCH,app/services/ai/renderer.rb,1,--- a/app/services/ai/renderer.rb$CR$+++ b/app/services/ai/renderer.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/services/ai/renderer.rb,2,"@@ -30,12 +30,12 @@ module Ai$CR$ $CR$-        markdown: markdown,$CR$-        html: html,$CR$-        links: links,$CR$-        custom_tags: custom_tags,$CR$-        remaining_text: remaining_text,$CR$-        status: status$CR$+        markdown:,$CR$+        html:,$CR$+        links:,$CR$+        custom_tags:,$CR$+        remaining_text:,$CR$+        status:",6,6,15,
true,NO_MATCH,app/services/common/csv/export.rb,1,--- a/app/services/common/csv/export.rb$CR$+++ b/app/services/common/csv/export.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/services/common/csv/export.rb,2,"@@ -29,7 +29,7 @@ class Common::Csv::Export$CR$ $CR$-      filename: filename,$CR$+      filename:,",1,1,4,
true,NO_MATCH,app/services/common/debug/timer.rb,1,--- a/app/services/common/debug/timer.rb$CR$+++ b/app/services/common/debug/timer.rb,1,1,2,
true,NO_MATCH,app/services/common/debug/tracer.rb,1,--- a/app/services/common/debug/tracer.rb$CR$+++ b/app/services/common/debug/tracer.rb,1,1,2,
true,NO_MATCH,app/services/common/debug/watcher.rb,1,--- a/app/services/common/debug/watcher.rb$CR$+++ b/app/services/common/debug/watcher.rb,1,1,2,
true,NO_MATCH,app/services/common/emails/creator.rb,1,--- a/app/services/common/emails/creator.rb$CR$+++ b/app/services/common/emails/creator.rb,1,1,2,
true,NO_MATCH,app/services/common/errors/helpers.rb,1,--- a/app/services/common/errors/helpers.rb$CR$+++ b/app/services/common/errors/helpers.rb,1,1,2,
true,NO_MATCH,app/services/common/integration/google_calendar.rb,1,--- a/app/services/common/integration/google_calendar.rb$CR$+++ b/app/services/common/integration/google_calendar.rb,1,1,2,
true,NO_MATCH,app/services/common/integration/ngrok_status.rb,1,--- a/app/services/common/integration/ngrok_status.rb$CR$+++ b/app/services/common/integration/ngrok_status.rb,1,1,2,
true,NO_MATCH,app/services/common/reports/customer_sales_metrics.rb,1,--- a/app/services/common/reports/customer_sales_metrics.rb$CR$+++ b/app/services/common/reports/customer_sales_metrics.rb,1,1,2,
true,NO_MATCH,app/services/common/reports/dashboard_report.rb,1,--- a/app/services/common/reports/dashboard_report.rb$CR$+++ b/app/services/common/reports/dashboard_report.rb,1,1,2,
true,NO_MATCH,app/services/common/reports/sales_by_tag_generator.rb,1,--- a/app/services/common/reports/sales_by_tag_generator.rb$CR$+++ b/app/services/common/reports/sales_by_tag_generator.rb,1,1,2,
true,NO_MATCH,app/services/common/reports/sales_by_users.rb,1,--- a/app/services/common/reports/sales_by_users.rb$CR$+++ b/app/services/common/reports/sales_by_users.rb,1,1,2,
true,NO_MATCH,app/services/common/reports/sales_metrics.rb,1,--- a/app/services/common/reports/sales_metrics.rb$CR$+++ b/app/services/common/reports/sales_metrics.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/services/common/reports/sales_metrics.rb,2,"@@ -528,7 +528,7 @@ class Common::Reports::SalesMetrics$CR$-        company_accounts = Company.where(tenant: tenant)$CR$+        company_accounts = Company.where(tenant:)",1,1,4,
true,HASH_SHORTHAND_SYNTAX,app/services/common/reports/sales_metrics.rb,3,"@@ -566,7 +566,7 @@ class Common::Reports::SalesMetrics$CR$ $CR$-        estimates = Estimate.where(tenant: tenant, on_pending_list: false).where(""grand_total <= 5000000.00"")$CR$+        estimates = Estimate.where(tenant:, on_pending_list: false).where(""grand_total <= 5000000.00"")",1,1,5,
true,HASH_SHORTHAND_SYNTAX,app/services/common/reports/sales_metrics.rb,4,"@@ -645,7 +645,7 @@ class Common::Reports::SalesMetrics$CR$ $CR$-        sales = Sale.where(tenant: tenant).where(voided: false).invoiced(Platform.is_mbe?(tenant))$CR$+        sales = Sale.where(tenant:).where(voided: false).invoiced(Platform.is_mbe?(tenant))",1,1,5,
true,NO_MATCH,app/services/common/reports/year_to_date.rb,1,--- a/app/services/common/reports/year_to_date.rb$CR$+++ b/app/services/common/reports/year_to_date.rb,1,1,2,
true,NO_MATCH,app/services/common/statistics/company_ranking.rb,1,--- a/app/services/common/statistics/company_ranking.rb$CR$+++ b/app/services/common/statistics/company_ranking.rb,1,1,2,
true,NO_MATCH,app/services/corebridge/import/base.rb,1,--- a/app/services/corebridge/import/base.rb$CR$+++ b/app/services/corebridge/import/base.rb,1,1,2,
true,NO_MATCH,app/services/corebridge/import/interactors/address/upsert.rb,1,--- a/app/services/corebridge/import/interactors/address/upsert.rb$CR$+++ b/app/services/corebridge/import/interactors/address/upsert.rb,1,1,2,
true,NO_MATCH,app/services/corebridge/import/interactors/contact/upsert.rb,1,--- a/app/services/corebridge/import/interactors/contact/upsert.rb$CR$+++ b/app/services/corebridge/import/interactors/contact/upsert.rb,1,1,2,
true,NO_MATCH,app/services/corebridge/import/interactors/estimate/upsert.rb,1,--- a/app/services/corebridge/import/interactors/estimate/upsert.rb$CR$+++ b/app/services/corebridge/import/interactors/estimate/upsert.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/services/corebridge/import/interactors/estimate/upsert.rb,2,"@@ -14,11 +14,11 @@ class Corebridge::Import::Interactors::Estimate::Upsert$CR$-        estimate: estimate,$CR$-        source: source,$CR$-        options: options,$CR$-        created: created,$CR$-        modified: modified$CR$+        estimate:,$CR$+        source:,$CR$+        options:,$CR$+        created:,$CR$+        modified:",5,5,11,
true,HASH_SHORTHAND_SYNTAX,app/services/corebridge/import/interactors/estimate/upsert.rb,3,"@@ -76,7 +76,7 @@ class Corebridge::Import::Interactors::Estimate::Upsert$CR$-      off_pending_date: off_pending_date,$CR$+      off_pending_date:,",1,1,3,
true,NO_MATCH,app/services/corebridge/import/interactors/invoice/upsert.rb,1,--- a/app/services/corebridge/import/interactors/invoice/upsert.rb$CR$+++ b/app/services/corebridge/import/interactors/invoice/upsert.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/services/corebridge/import/interactors/invoice/upsert.rb,2,"@@ -13,10 +13,10 @@ class Corebridge::Import::Interactors::Invoice::Upsert$CR$-        invoice: invoice,$CR$-        source: source,$CR$-        created: created,$CR$-        modified: modified$CR$+        invoice:,$CR$+        source:,$CR$+        created:,$CR$+        modified:",4,4,9,
true,NO_MATCH,app/services/corebridge/import/interactors/sales_rep/upsert.rb,1,--- a/app/services/corebridge/import/interactors/sales_rep/upsert.rb$CR$+++ b/app/services/corebridge/import/interactors/sales_rep/upsert.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/services/corebridge/import/interactors/sales_rep/upsert.rb,2,"@@ -13,10 +13,10 @@ class Corebridge::Import::Interactors::SalesRep::Upsert$CR$-        sales_rep: sales_rep,$CR$-        created: created,$CR$-        modified: modified,$CR$-        source: source$CR$+        sales_rep:,$CR$+        created:,$CR$+        modified:,$CR$+        source:",4,4,9,
true,NO_MATCH,app/services/corebridge/import/interactors/taken_by/create.rb,1,--- a/app/services/corebridge/import/interactors/taken_by/create.rb$CR$+++ b/app/services/corebridge/import/interactors/taken_by/create.rb,1,1,2,
true,NO_MATCH,app/services/corebridge/import/interactors/tenant/upsert.rb,1,--- a/app/services/corebridge/import/interactors/tenant/upsert.rb$CR$+++ b/app/services/corebridge/import/interactors/tenant/upsert.rb,1,1,2,
