| Code | Match Type               |
|------|--------------------------|
|  A   | NO_MATCH                  |

-------------------------------------------------------------------------------------------------------------------------
| File                                                                                                    | Processed | A   |
| spec/presenters/company_analysis_csv_presenter_spec.rb                                                  | No        |     |
| spec/presenters/company_analysis_os_csv_presenter_spec.rb                                               | No        |     |
| spec/presenters/company_analysis_os_presenter_spec.rb                                                   | No        |     |
| spec/presenters/company_analysis_presenter_spec.rb                                                      | No        |     |
| spec/presenters/company_dashboard_presenter_spec.rb                                                     | No        |     |
| spec/presenters/company_index_presenter_spec.rb                                                         | No        |     |
| spec/presenters/company_lookup_presenter_spec.rb                                                        | No        |     |
| spec/presenters/company_margin_csv_presenter_spec.rb                                                    | No        |     |
| spec/presenters/company_margin_presenter_spec.rb                                                        | No        |     |
| spec/presenters/company_media_consents_presenter_spec.rb                                                | No        |     |
| spec/presenters/company_sales_by_tag_presenter_spec.rb                                                  | No        |     |
| spec/presenters/company_show_presenter_spec.rb                                                          | No        |     |
| spec/presenters/company_targets_presenter_spec.rb                                                       | No        |     |
| spec/presenters/contact_index_presenter_spec.rb                                                         | No        |     |
| spec/presenters/custom_form_builder_presenter_spec.rb                                                   | No        |     |
| spec/presenters/custom_form_index_presenter_spec.rb                                                     | No        |     |
| spec/presenters/custom_form_presenter_spec.rb                                                           | No        |     |
| spec/presenters/custom_form_response_presenter_spec.rb                                                  | No        |     |
| spec/presenters/customer_sales_metrics_chart_presenter_spec.rb                                          | No        |     |
| spec/presenters/customers_metrics_presenter_spec.rb                                                     | No        |     |
| spec/presenters/date_range_select_presenter_spec.rb                                                     | No        |     |
| spec/presenters/enterprises/leads_by_funnel_stage_presenter_spec.rb                                     | No        |     |
| spec/presenters/enterprises/leads_detailed_report_presenter_spec.rb                                     | No        |     |
| spec/presenters/enterprises/leads_funnel_report_presenter_spec.rb                                       | No        |     |
| spec/presenters/enterprises/net_promoter_presenter_spec.rb                                              | No        |     |
| spec/presenters/enterprises/user_activity_report_presenter_spec.rb                                      | No        |     |
| spec/presenters/enterprises/user_usage_report_presenter_spec.rb                                         | No        |     |
| spec/presenters/filtered_cases_presenter_spec.rb                                                        | No        |     |
| spec/presenters/filtered_detailed_report_csv_presenter_spec.rb                                          | No        |     |
| spec/presenters/filtered_emails_csv_presenter_spec.rb                                                   | No        |     |
| spec/presenters/filtered_estimates_csv_presenter_spec.rb                                                | No        |     |
| spec/presenters/filtered_meetings_csv_presenter_spec.rb                                                 | No        |     |
| spec/presenters/filtered_notes_csv_presenter_spec.rb                                                    | No        |     |
| spec/presenters/filtered_phone_calls_csv_presenter_spec.rb                                              | No        |     |
| spec/presenters/filtered_sales_csv_presenter_spec.rb                                                    | No        |     |
| spec/presenters/filtered_sales_presenter_spec.rb                                                        | No        |     |
| spec/presenters/filtered_shipments_csv_presenter_spec.rb                                                | No        |     |
| spec/presenters/filtered_shipments_presenter_spec.rb                                                    | No        |     |
| spec/presenters/filtered_tasks_csv_presenter_spec.rb                                                    | No        |     |
| spec/presenters/icon_presenter_helper.rb                                                                | No        |     |
| spec/presenters/inquiries_by_tenant_csv_presenter_spec.rb                                               | No        |     |
| spec/presenters/itemised_sales_csv_presenter_spec.rb                                                    | No        |     |
| spec/presenters/leads_detailed_chart_presenter_spec.rb                                                  | No        |     |
| spec/presenters/month_select_presenter_spec.rb                                                          | No        |     |
| spec/presenters/net_promoter_companies_presenter_spec.rb                                                | No        |     |
| spec/presenters/phone_call_data_presenter_spec.rb                                                       | No        |     |
| spec/presenters/portal/dashboard_presenter_spec.rb                                                      | No        |     |
| spec/presenters/portal/sales_presenter_spec.rb                                                          | No        |     |
| spec/presenters/reports/inquiry_stats_presenter_spec.rb                                                 | No        |     |
| spec/presenters/reports/mbe_today_presenter_spec.rb                                                     | No        |     |
| spec/presenters/reports/report_one_presenter_spec.rb                                                    | No        |     |
| spec/presenters/reports/sales_presenter_spec.rb                                                         | No        |     |
| spec/presenters/reports/snapshot_presenter_spec.rb                                                      | No        |     |
| spec/presenters/reports/today_presenter_spec.rb                                                         | No        |     |
| spec/presenters/sale_document_details_presenter_spec.rb                                                 | No        |     |
| spec/presenters/sale_index_csv_presenter_spec.rb                                                        | No        |     |
| spec/presenters/sales_by_users_os_presenter_spec.rb                                                     | No        |     |
| spec/presenters/sales_by_users_presenter_spec.rb                                                        | No        |     |
| spec/presenters/sales_overview_os_presenter_spec.rb                                                     | No        |     |
| spec/presenters/sales_rep_overview_presenter_spec.rb                                                    | No        |     |
| spec/presenters/sales_rep_select_presenter_spec.rb                                                      | No        |     |
| spec/presenters/shipment_by_profit_csv_presenter_spec.rb                                                | No        |     |
| spec/presenters/shipment_by_profit_presenter_spec.rb                                                    | No        |     |
| spec/presenters/template_index_presenter_spec.rb                                                        | No        |     |
| spec/presenters/tenant_leads_detailed_report_presenter_spec.rb                                          | No        |     |
| spec/presenters/tenant_ranking_presenter_spec.rb                                                        | No        |     |
| spec/presenters/wheel_of_excellence_presenter_spec.rb                                                   | No        |     |
| spec/presenters/year_select_presenter_spec.rb                                                           | No        |     |
| spec/queries/activities_due_leads_dashboard_query_spec.rb                                               | No        |     |
| spec/queries/activity_index_query_spec.rb                                                               | No        |     |
| spec/queries/api_logs_index_query_spec.rb                                                               | No        |     |
| spec/queries/automation_email_query_spec.rb                                                             | No        |     |
| spec/queries/calendar_entry_index_query_spec.rb                                                         | No        |     |
| spec/queries/cases_query_spec.rb                                                                        | No        |     |
| spec/queries/common/aggregate_query_builder_spec.rb                                                     | No        |     |
| spec/queries/company_analysis_query_spec.rb                                                             | No        |     |
| spec/queries/company_index_query_spec.rb                                                                | No        |     |
| spec/queries/company_lookup_query_spec.rb                                                               | No        |     |
| spec/queries/company_margin_query_spec.rb                                                               | No        |     |
| spec/queries/company_media_consents_query_spec.rb                                                       | No        |     |
| spec/queries/company_sales_by_tag_query_spec.rb                                                         | No        |     |
| spec/queries/company_targets_query_spec.rb                                                              | No        |     |
| spec/queries/custom_form_index_query_spec.rb                                                            | No        |     |
| spec/queries/email_templates_query_spec.rb                                                              | No        |     |
| spec/queries/enterprises/reports/ar_balance_query_spec.rb                                               | No        |     |
| spec/queries/enterprises/reports/sales_by_company_category_query_spec.rb                                | No        |     |
| spec/queries/enterprises/reports/sales_by_company_tag_query_spec.rb                                     | No        |     |
| spec/queries/enterprises/tenant_index_query_spec.rb                                                     | No        |     |
| spec/queries/filtered_sales_query_spec.rb                                                               | No        |     |
| spec/queries/inquiry_estimate_invoice_stats_query_spec.rb                                               | No        |     |
| spec/queries/inquiry_status_stats_query_spec.rb                                                         | No        |     |
| spec/queries/invoice_query_spec.rb                                                                      | No        |     |
| spec/queries/lead_funnels_query_spec.rb                                                                 | No        |     |
| spec/queries/leads_by_funnel_stage_query_spec.rb                                                        | No        |     |
| spec/queries/leads_funnel_report_query_spec.rb                                                          | No        |     |
| spec/queries/net_promoter_query_spec.rb                                                                 | No        |     |
| spec/queries/new_customer_leads_dashboard_query_spec.rb                                                 | No        |     |
| spec/queries/portal/estimates_query_spec.rb                                                             | No        |     |
| spec/queries/portal/orders_query_spec.rb                                                                | No        |     |
| spec/queries/portal/proofs_query_spec.rb                                                                | No        |     |
| spec/queries/sale_index_query_spec.rb                                                                   | No        |     |
| spec/queries/sales_by_profit_spec.rb                                                                    | No        |     |
| spec/queries/shipment_index_query_spec.rb                                                               | No        |     |
| spec/requests/activities_spec.rb                                                                        | No        |     |
| spec/requests/admin/clearbit_status_spec.rb                                                             | No        |     |
| spec/requests/admin/region_configs_spec.rb                                                              | No        |     |
| spec/requests/admin/tenants_spec.rb                                                                     | No        |     |
| spec/requests/api/v1/inquiries_spec.rb                                                                  | No        |     |
| spec/requests/assets_spec.rb                                                                            | No        |     |
| spec/requests/bookmarks_spec.rb                                                                         | No        |     |
| spec/requests/budgets_spec.rb                                                                           | No        |     |
| spec/requests/builds_spec.rb                                                                            | No        |     |
| spec/requests/business_plan_equipments_spec.rb                                                          | No        |     |
| spec/requests/business_plan_goal_items_spec.rb                                                          | No        |     |
| spec/requests/business_plan_goals_spec.rb                                                               | No        |     |
| spec/requests/business_plan_marketing_activities_controller_spec.rb                                     | No        |     |
| spec/requests/business_plan_plan_items_controller_spec.rb                                               | No        |     |
| spec/requests/business_plans_spec.rb                                                                    | No        |     |
| spec/requests/callbacks_spec.rb                                                                         | No        |     |
| spec/requests/campaign_exclusions_spec.rb                                                               | No        |     |
| spec/requests/cases_spec.rb                                                                             | No        |     |
| spec/requests/company_targets_spec.rb                                                                   | No        |     |
| spec/requests/email_aliases_spec.rb                                                                     | No        |     |
| spec/requests/email_configuration_spec.rb                                                               | No        |     |
| spec/requests/email_templates_spec.rb                                                                   | No        |     |
| spec/requests/emails_spec.rb                                                                            | No        |     |
| spec/requests/enterprises/affiliations_spec.rb                                                          | No        |     |
| spec/requests/enterprises/assets_spec.rb                                                                | No        |     |
| spec/requests/enterprises/banners_spec.rb                                                               | No        |     |
| spec/requests/enterprises/budgets_spec.rb                                                               | No        |     |
| spec/requests/enterprises/business_plan_goals_spec.rb                                                   | No        |     |
| spec/requests/enterprises/business_plan_kpis_spec.rb                                                    | No        |     |
| spec/requests/enterprises/business_plan_marketing_activities_spec.rb                                    | No        |     |
| spec/requests/enterprises/business_plan_plan_categories_spec.rb                                         | No        |     |
| spec/requests/enterprises/business_submits_spec.rb                                                      | No        |     |
| spec/requests/enterprises/business_welcomes_spec.rb                                                     | No        |     |
| spec/requests/enterprises/company_enrichment_fields_spec.rb                                             | No        |     |
| spec/requests/enterprises/estimate_stages_spec.rb                                                       | No        |     |
| spec/requests/enterprises/groups_spec.rb                                                                | No        |     |
| spec/requests/enterprises/identities_spec.rb                                                            | No        |     |
| spec/requests/enterprises/images_spec.rb                                                                | No        |     |
| spec/requests/enterprises/interest_categories_spec.rb                                                   | No        |     |
| spec/requests/enterprises/interests_spec.rb                                                             | No        |     |
| spec/requests/enterprises/lead_funnel_stages_spec.rb                                                    | No        |     |
| spec/requests/enterprises/lead_funnels_spec.rb                                                          | No        |     |
| spec/requests/enterprises/lead_types_spec.rb                                                            | No        |     |
| spec/requests/enterprises/marketing_groups_spec.rb                                                      | No        |     |
| spec/requests/enterprises/prospect_status_items_spec.rb                                                 | No        |     |
| spec/requests/enterprises/prospect_statuses_spec.rb                                                     | No        |     |
| spec/requests/enterprises/reports/reports_spec.rb                                                       | No        |     |
| spec/requests/enterprises/template_spec.rb                                                              | No        |     |
| spec/requests/enterprises/tenant_status_spec.rb                                                         | No        |     |
| spec/requests/enterprises/tenants_spec.rb                                                               | No        |     |
| spec/requests/enterprises/users_spec.rb                                                                 | No        |     |
| spec/requests/enterprises_spec.rb                                                                       | No        |     |
| spec/requests/estimates_spec.rb                                                                         | No        |     |
| spec/requests/exclusions_spec.rb                                                                        | No        |     |
| spec/requests/holidays_spec.rb                                                                          | No        |     |
| spec/requests/inquiries_spec.rb                                                                         | No        |     |
| spec/requests/leads_dashboard_spec.rb                                                                   | No        |     |
| spec/requests/marketing_spec.rb                                                                         | No        |     |
| spec/requests/notes_spec.rb                                                                             | No        |     |
| spec/requests/pdfs_spec.rb                                                                              | No        |     |
| spec/requests/phone_calls_spec.rb                                                                       | No        |     |
| spec/requests/portal/attachment_spec.rb                                                                 | No        |     |
| spec/requests/portal/dashboard_spec.rb                                                                  | No        |     |
| spec/requests/portal/estimate_spec.rb                                                                   | No        |     |
| spec/requests/portal/estimates_spec.rb                                                                  | No        |     |
| spec/requests/portal/orders_spec.rb                                                                     | No        |     |
| spec/requests/portal/proof_spec.rb                                                                      | No        |     |
| spec/requests/portal/proofs_spec.rb                                                                     | No        |     |
| spec/requests/portal/sale_spec.rb                                                                       | No        |     |
| spec/requests/portal/sales_spec.rb                                                                      | No        |     |
| spec/requests/production_locations_spec.rb                                                              | No        |     |
| spec/requests/prospects_spec.rb                                                                         | No        |     |
| spec/requests/requirments_spec.rb                                                                       | No        |     |
| spec/requests/search_spec.rb                                                                            | No        |     |
| spec/requests/shipments_spec.rb                                                                         | No        |     |
| spec/requests/short_url_spec.rb                                                                         | No        |     |
| spec/requests/template_spec.rb                                                                          | No        |     |
| spec/requests/tenant_date_filter_spec.rb                                                                | No        |     |
| spec/requests/tenants_spec.rb                                                                           | No        |     |
| spec/services/common/debug/watcher_spec.rb                                                              | No        |     |
| spec/services/common/emails/creator_spec.rb                                                             | No        |     |
| spec/services/common/errors/helpers_spec.rb                                                             | No        |     |
| spec/services/common/import/etl_setting_spec.rb                                                         | No        |     |
| spec/services/common/integration/ngrok_status_spec.rb                                                   | No        |     |
| spec/services/common/integration/opensearch_spec.rb                                                     | No        |     |
| spec/services/common/integration/send_auto_invoice_emails_spec.rb                                       | No        |     |
| spec/services/common/integration/send_auto_statement_emails_spec.rb                                     | No        |     |
| spec/services/common/integration/send_due_task_emails_spec.rb                                           | No        |     |
| spec/services/common/integration/tenant_api_migration_spec.rb                                           | No        |     |
| spec/services/common/statistics/company_average_conversion_spec.rb                                      | No        |     |
| spec/services/common/tagger/contact_suppression_spec.rb                                                 | No        |     |
| spec/services/corebridge/api/account_spec.rb                                                            | No        |     |
| spec/services/corebridge/api/base_spec.rb                                                               | No        |     |
| spec/services/corebridge/api/contact_spec.rb                                                            | No        |     |
| spec/services/corebridge/api/estimate_spec.rb                                                           | No        |     |
| spec/services/corebridge/api/invoice_spec.rb                                                            | No        |     |
| spec/services/corebridge/api/sales_rep_spec.rb                                                          | No        |     |
| spec/services/corebridge/api/tenant_spec.rb                                                             | No        |     |
| spec/services/corebridge/api_spec.rb                                                                    | No        |     |
| spec/services/corebridge/errors/helpers_spec.rb                                                         | No        |     |
| spec/services/corebridge/import/account_spec.rb                                                         | No        |     |
| spec/services/corebridge/import/contact_spec.rb                                                         | No        |     |
| spec/services/corebridge/import/estimate_spec.rb                                                        | No        |     |
| spec/services/corebridge/import/interactors/account/upsert_spec.rb                                      | No        |     |
| spec/services/corebridge/import/interactors/address/upsert_spec.rb                                      | No        |     |
| spec/services/corebridge/import/interactors/estimate/upsert_spec.rb                                     | No        |     |
| spec/services/corebridge/import/interactors/invoice/upsert_spec.rb                                      | No        |     |
| spec/services/corebridge/import/interactors/sales_rep/upsert_spec.rb                                    | No        |     |
| spec/services/corebridge/import/interactors/taken_by/create_spec.rb                                     | No        |     |
| spec/services/corebridge/import/interactors/user/upsert_spec.rb                                         | No        |     |
| spec/services/corebridge/import/invoice_spec.rb                                                         | No        |     |
| spec/services/corebridge/import/sales_rep_spec.rb                                                       | No        |     |
| spec/services/corebridge/import/tenant_spec.rb                                                          | No        |     |
| spec/services/invoca/api/base_spec.rb                                                                   | No        |     |
| spec/services/invoca/import/network_transactions_spec.rb                                                | No        |     |
| spec/services/mbe/import/company_spec.rb                                                                | No        |     |
| spec/services/mbe/import/estimate_spec.rb                                                               | No        |     |
| spec/services/mbe/import/invoice_spec.rb                                                                | No        |     |
| spec/services/mbe/import/sales_rep_spec.rb                                                              | No        |     |
| spec/services/mbe/import/shipment_spec.rb                                                               | No        |     |
| spec/services/mbe/import/tenant_spec.rb                                                                 | No        |     |
| spec/services/mbe/import/user_spec.rb                                                                   | No        |     |
| spec/services/opensearch/aggregator/base_spec.rb                                                        | No        |     |
| spec/services/opensearch/api/base_spec.rb                                                               | No        |     |
| spec/services/opensearch/bulk/base_spec.rb                                                              | No        |     |
| spec/services/opensearch/bulk/update_spec.rb                                                            | No        |     |
| spec/services/opensearch/export/company_spec.rb                                                         | No        |     |
| spec/services/opensearch/export/estimate_spec.rb                                                        | No        |     |
| spec/services/opensearch/export/invoice_spec.rb                                                         | No        |     |
| spec/services/opensearch/export/shipment_spec.rb                                                        | No        |     |
| spec/services/opensearch/health/company_validator_spec.rb                                               | No        |     |
| spec/services/opensearch/health/estimate_validator_spec.rb                                              | No        |     |
| spec/services/opensearch/health/etl_sync_validator_spec.rb                                              | No        |     |
| spec/services/opensearch/health/invoice_validator_spec.rb                                               | No        |     |
| spec/services/opensearch/health/shipment_validator_spec.rb                                              | No        |     |
| spec/services/opensearch/helpers/date_helper_spec.rb                                                    | No        |     |
| spec/services/opensearch/queries/company_analysis/base_spec.rb                                          | No        |     |
| spec/services/opensearch/queries/company_analysis/build_spec.rb                                         | No        |     |
| spec/services/opensearch/queries/daily_sales_activity/daily_estimates_activity_printsmith/base_spec.rb  | No        |     |
| spec/services/opensearch/queries/daily_sales_activity/daily_estimates_activity_printsmith/build_spec.rb | No        |     |
| spec/services/opensearch/queries/daily_sales_activity/daily_sales_activity_mbe/base_spec.rb             | No        |     |
| spec/services/opensearch/queries/daily_sales_activity/daily_sales_activity_mbe/build_spec.rb            | No        |     |
| spec/services/opensearch/queries/daily_sales_activity/daily_sales_activity_printsmith/base_spec.rb      | No        |     |
| spec/services/opensearch/queries/daily_sales_activity/daily_sales_activity_printsmith/build_spec.rb     | No        |     |
| spec/services/opensearch/queries/daily_sales_activity/daily_shipments_activity_mbe/base_spec.rb         | No        |     |
| spec/services/opensearch/queries/daily_sales_activity/daily_shipments_activity_mbe/build_spec.rb        | No        |     |
| spec/services/opensearch/queries/query_builder_spec.rb                                                  | No        |     |
| spec/services/opensearch/tasks/opensearch_tasks_spec.rb                                                 | No        |     |
| spec/services/pack_and_send/api/base_spec.rb                                                            | No        |     |
| spec/services/pack_and_send/api/estimate_spec.rb                                                        | No        |     |
| spec/services/pack_and_send/api/event_spec.rb                                                           | No        |     |
| spec/services/pack_and_send/api/health_spec.rb                                                          | No        |     |
| spec/services/pack_and_send/api/note_spec.rb                                                            | No        |     |
| spec/services/pack_and_send/api/shipment_spec.rb                                                        | No        |     |
| spec/services/pack_and_send/api_spec.rb                                                                 | No        |     |
| spec/services/pack_and_send/export/base_spec.rb                                                         | No        |     |
| spec/services/pack_and_send/export_spec.rb                                                              | No        |     |
| spec/services/pack_and_send/health/base_spec.rb                                                         | No        |     |
| spec/services/pack_and_send/health/sales_summary_stats_check_spec.rb                                    | No        |     |
| spec/services/pack_and_send/health/status_spec.rb                                                       | No        |     |
| spec/services/pack_and_send/helpers/helpers_spec.rb                                                     | No        |     |
| spec/services/pack_and_send/import/account_spec.rb                                                      | No        |     |
| spec/services/pack_and_send/import/base_spec.rb                                                         | No        |     |
| spec/services/pack_and_send/import/contact_spec.rb                                                      | No        |     |
| spec/services/pack_and_send/import/courier_spec.rb                                                      | No        |     |
| spec/services/pack_and_send/import/interactors/account/upsert_spec.rb                                   | No        |     |
| spec/services/pack_and_send/import/interactors/contact/upsert_spec.rb                                   | No        |     |
| spec/services/pack_and_send/import/interactors/estimate/upsert_spec.rb                                  | No        |     |
| spec/services/pack_and_send/import/interactors/invoice/upsert_spec.rb                                   | No        |     |
| spec/services/pack_and_send/import/interactors/package/upsert_spec.rb                                   | No        |     |
| spec/services/pack_and_send/import/interactors/part/upsert_spec.rb                                      | No        |     |
| spec/services/pack_and_send/import/interactors/tenant/upsert_spec.rb                                    | No        |     |
| spec/services/pack_and_send/import/interactors/user/upsert_spec.rb                                      | No        |     |
| spec/services/pack_and_send/import/job_spec.rb                                                          | No        |     |
| spec/services/pack_and_send/import/package_spec.rb                                                      | No        |     |
| spec/services/pack_and_send/import/part_spec.rb                                                         | No        |     |
| spec/services/pack_and_send/import/shipment_spec.rb                                                     | No        |     |
| spec/services/pack_and_send/import/tenant_spec.rb                                                       | No        |     |
| spec/services/pack_and_send/import/user_spec.rb                                                         | No        |     |
| spec/services/platform_spec.rb                                                                          | No        |     |
| spec/services/printsmith/api/account_history_data_spec.rb                                               | No        |     |
| spec/services/printsmith/api/adjustment_spec.rb                                                         | No        |     |
| spec/services/printsmith/api/auth_spec.rb                                                               | No        |     |
| spec/services/printsmith/api/base_spec.rb                                                               | No        |     |
| spec/services/printsmith/api/cash_sale_spec.rb                                                          | No        |     |
| spec/services/printsmith/api/company_lifetime_value_spec.rb                                             | No        |     |
| spec/services/printsmith/api/company_ranking_spec.rb                                                    | No        |     |
| spec/services/printsmith/api/daily_sales_base_tax_spec.rb                                               | No        |     |
| spec/services/printsmith/api/daily_sales_spec.rb                                                        | No        |     |
| spec/services/printsmith/api/daily_sales_summary_pickups_spec.rb                                        | No        |     |
| spec/services/printsmith/api/document_preferences_spec.rb                                               | No        |     |
| spec/services/printsmith/api/document_spec.rb                                                           | No        |     |
| spec/services/printsmith/api/estimate_spec.rb                                                           | No        |     |
| spec/services/printsmith/api/finance_charge_spec.rb                                                     | No        |     |
| spec/services/printsmith/api/invoice_spec.rb                                                            | No        |     |
| spec/services/printsmith/api/job_titles_spec.rb                                                         | No        |     |
| spec/services/printsmith/api/lead_source_spec.rb                                                        | No        |     |
| spec/services/printsmith/api/monthly_sales_base_tax_spec.rb                                             | No        |     |
| spec/services/printsmith/api/monthly_sales_spec.rb                                                      | No        |     |
| spec/services/printsmith/api/monthly_sales_summary_pickups_spec.rb                                      | No        |     |
| spec/services/printsmith/api/production_location_spec.rb                                                | No        |     |
| spec/services/printsmith/api/sales_rep_spec.rb                                                          | No        |     |
| spec/services/printsmith/api/version_spec.rb                                                            | No        |     |
| spec/services/printsmith/api_spec.rb                                                                    | No        |     |
| spec/services/printsmith/export/archive_estimate_spec.rb                                                | No        |     |
| spec/services/printsmith/export/base_spec.rb                                                            | No        |     |
| spec/services/printsmith/export/contact_spec.rb                                                         | No        |     |
| spec/services/printsmith/export/convert_estimate_spec.rb                                                | No        |     |
| spec/services/printsmith/export/estimate_location_spec.rb                                               | No        |     |
| spec/services/printsmith/export/estimate_spec.rb                                                        | No        |     |
| spec/services/printsmith/export/invoice_location_spec.rb                                                | No        |     |
| spec/services/printsmith/export/invoice_spec.rb                                                         | No        |     |
| spec/services/printsmith/export_spec.rb                                                                 | No        |     |
| spec/services/printsmith/health/base_spec.rb                                                            | No        |     |
| spec/services/printsmith/health/estimate_pending_spec.rb                                                | No        |     |
| spec/services/printsmith/health/invoice_pending_spec.rb                                                 | No        |     |
| spec/services/printsmith/health/invoice_unpaid_spec.rb                                                  | No        |     |
| spec/services/printsmith/health/unpaid_invoices_spec.rb                                                 | No        |     |
| spec/services/printsmith/import/account_history_data_spec.rb                                            | No        |     |
| spec/services/printsmith/import/account_spec.rb                                                         | No        |     |
| spec/services/printsmith/import/adjustment_spec.rb                                                      | No        |     |
| spec/services/printsmith/import/cash_sale_spec.rb                                                       | No        |     |
| spec/services/printsmith/import/company_ranking_spec.rb                                                 | No        |     |
| spec/services/printsmith/import/contact_spec.rb                                                         | No        |     |
| spec/services/printsmith/import/daily_sales_base_tax_spec.rb                                            | No        |     |
| spec/services/printsmith/import/daily_sales_spec.rb                                                     | No        |     |
| spec/services/printsmith/import/daily_sales_summary_pickups_spec.rb                                     | No        |     |
| spec/services/printsmith/import/document_preferences_spec.rb                                            | No        |     |
| spec/services/printsmith/import/estimate_spec.rb                                                        | No        |     |
| spec/services/printsmith/import/finance_charge_spec.rb                                                  | No        |     |
| spec/services/printsmith/import/interactors/account/upsert_spec.rb                                      | No        |     |
| spec/services/printsmith/import/interactors/account_history_data/upsert_spec.rb                         | No        |     |
| spec/services/printsmith/import/interactors/address/upsert_spec.rb                                      | No        |     |
| spec/services/printsmith/import/interactors/adjustment/upsert_spec.rb                                   | No        |     |
| spec/services/printsmith/import/interactors/company_ranking/financial_year_ly_ly_spec.rb                | No        |     |
| spec/services/printsmith/import/interactors/company_ranking/financial_year_ly_spec.rb                   | No        |     |
| spec/services/printsmith/import/interactors/company_ranking/financial_year_spec.rb                      | No        |     |
| spec/services/printsmith/import/interactors/company_ranking/financial_year_to_date_ly_spec.rb           | No        |     |
| spec/services/printsmith/import/interactors/company_ranking/last_month_spec.rb                          | No        |     |
| spec/services/printsmith/import/interactors/company_ranking/rolling_twelve_months_spec.rb               | No        |     |
| spec/services/printsmith/import/interactors/inquiry/assign_spec.rb                                      | No        |     |
| spec/services/printsmith/import/interactors/invoice/assign_spec.rb                                      | No        |     |
| spec/services/printsmith/import/interactors/sales_summary/upsert_spec.rb                                | No        |     |
| spec/services/printsmith/import/interactors/tenant/update_spec.rb                                       | No        |     |
| spec/services/printsmith/import/invoice_spec.rb                                                         | No        |     |
| spec/services/printsmith/import/job_titles_spec.rb                                                      | No        |     |
| spec/services/printsmith/import/lead_source_spec.rb                                                     | No        |     |
| spec/services/printsmith/import/monthly_sales_base_tax_spec.rb                                          | No        |     |
| spec/services/printsmith/import/monthly_sales_spec.rb                                                   | No        |     |
| spec/services/printsmith/import/monthly_sales_summary_pickups_spec.rb                                   | No        |     |
| spec/services/printsmith/import/production_location_spec.rb                                             | No        |     |
| spec/services/printsmith/import/sales_rep_spec.rb                                                       | No        |     |
| spec/services/printsmith/import/version_spec.rb                                                         | No        |     |
| spec/services/printsmith_deprecated/errors/helpers_spec.rb                                              | No        |     |
| spec/services/printsmith_deprecated/export/base_spec.rb                                                 | No        |     |
| spec/services/printsmith_deprecated/export/company_spec.rb                                              | No        |     |
| spec/services/printsmith_deprecated/export/contact_spec.rb                                              | No        |     |
| spec/services/printsmith_deprecated/export/estimate_spec.rb                                             | No        |     |
| spec/services/printsmith_deprecated/export/invoice_spec.rb                                              | No        |     |
| spec/services/printsmith_deprecated/export_spec.rb                                                      | No        |     |
| spec/services/printsmith_deprecated/import/association_resolver_spec.rb                                 | No        |     |
| spec/services/reports/qvinci/api/balance_sheet_spec.rb                                                  | No        |     |
| spec/services/reports/qvinci/api/base_spec.rb                                                           | No        |     |
| spec/services/reports/qvinci/api/profit_and_loss_spec.rb                                                | No        |     |
| spec/services/reports/qvinci/business_plan/aggregator_spec.rb                                           | No        |     |
| spec/services/reports/qvinci/business_plan/kpi_spec.rb                                                  | No        |     |
| spec/services/reports/qvinci/health/location_validator_spec.rb                                          | No        |     |
| spec/services/reports/qvinci/import/profit_and_loss_spec.rb                                             | No        |     |
| spec/support/request_spec_helper.rb                                                                     | No        |     |
| spec/support/shared_examples/de_identifiable.rb                                                         | No        |     |

-------------------------------------------------------------------------------------------------------------------------
| Code | Match Type               |
|------|--------------------------|
|  A   | NO_MATCH                  |
